,Site,daylight,Depth_Stratum,Deployment,ACat,Taxa_Groups,Acoustic_Category,Taxa_updated,CAAB_updated,nos,weight_g,av_weight,Weight_Std_gm3_gps,Abd_Std_nosm3_gps,Weight_Std_gm3_sp,Abd_Std_nosm3_sp,datetime_UTC_start,datetime_UTC_stop,lat_decdeg_start,long_decdeg_start,lat_decdeg_stop,long_decdeg_stop,VolumeFiltered_m3_speed,VolumeFiltered_m3_gps,Taxa_PLAOS
463,SOTS,Day,target_100to0m,20,Ctenophore,Gelatinous_Active,G_nGB,Beroe spp.,12090901,3,656,218.6666667,0.055682512,0.000254646,0.066413359,0.00030372,19/12/2020 7:21,19/12/2020 7:41,-46.91666667,-140.6181667,-46.91616667,-140.6278333,9877.53088,11781.07762,Ctenophore
569,55S,Day,Epi,23,Ctenophore,Gelatinous_Active,G_nGB,Beroe spp.,12090901,6,7,1.166666667,0.000251448,0.000215527,0.00035434,0.00030372,24/12/2020 2:49,24/12/2020 3:29,-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,Ctenophore
828,55S,Night,Epi,31,Ctenophore,Gelatinous_Active,G_nGB,Beroe spp.,12090901,1,1,1,6.83E-05,6.83E-05,5.06E-05,5.06E-05,28/12/2020 3:16,28/12/2020 3:56,-54.20316667,-137.4023333,-54.204,-137.4163333,19755.06176,14643.91055,Ctenophore
872,55S,Day,Epi,33,Ctenophore,Gelatinous_Active,G_nGB,Beroe spp.,12090901,0,1,NA,0.002191132,0,5.06E-05,0,30/12/2020 18:25,30/12/2020 19:05,-54.196,-137.6243333,-54.19616667,-137.6246667,19755.06176,456.3850914,Ctenophore
927,55S,Night,Lmeso,35,Ctenophore,Gelatinous_Active,G_nGB,Beroe spp.,12090901,0,108,NA,0.001692822,0,0.001822318,0,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Ctenophore
1032,58S,Night,Epi,37,Ctenophore,Gelatinous_Active,G_nGB,Beroe spp.,12090901,2,1,0.5,4.29E-05,8.57E-05,5.06E-05,0.00010124,1/01/2021 14:08,1/01/2021 14:48,-57.98583333,-140.7623333,-57.99433333,-140.7811667,19755.06176,23326.71731,Ctenophore
1082,58S,Day,Epi,39,Ctenophore,Gelatinous_Active,G_nGB,Beroe spp.,12090901,1,1,1,4.76E-05,4.76E-05,5.06E-05,5.06E-05,2/01/2021 2:13,2/01/2021 2:53,-57.99083333,-140.7661667,-57.99766667,-140.7843333,19755.06176,21005.71883,Ctenophore
134,SOTS,Day,Lmeso,7,FGB,FGB,FGB,Borostomias spp.,37108902,3,2,0.666666667,3.00E-05,4.51E-05,3.37E-05,5.06E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,FGB
264,SOTS,Night,Lmeso,13,FGB,FGB,FGB,Borostomias spp.,37108902,2,3.5,1.75,6.87E-05,3.93E-05,5.91E-05,3.37E-05,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,FGB
736,55S,Night,Lmeso,29,FGB,FGB,FGB,Borostomias spp.,37108902,1,3,3,9.11E-06,3.04E-06,5.06E-05,1.69E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,FGB
304,SOTS,Day,Lmeso,14,Copepod,Crustaceans,Crustaceans,Calanoides spp.,27205901,15,1,0.066666667,1.54E-05,0.000231258,1.69E-05,0.0002531,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Crustacean
628,NA,NA,NA,26,Copepod,Crustaceans,Crustaceans,Calanoides spp.,27205901,8,0.5,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustacean
784,55S,Day,Lmeso,30,Copepod,Crustaceans,Crustaceans,Calanoides spp.,27205901,12,0.5,0.041666667,4.53E-06,0.000108813,2.53E-05,0.000607439,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Crustacean
983,55S,Day,Lmeso,36,Copepod,Crustaceans,Crustaceans,Calanoides spp.,27205901,25,3,0.12,4.74E-05,0.000395203,5.06E-05,0.000421833,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Crustacean
1395,55S,Day,Targeted_850to750,52,Copepod,Crustaceans,Crustaceans,Calanoides spp.,27205901,3,0.5,0.166666667,2.42E-05,0.000145182,2.53E-05,0.00015186,9/01/2021 1:36,9/01/2021 2:16,-56.117,-140.4165,-56.117,-140.4373333,19755.06176,20663.67985,Crustacean
703,55S,Day,Lmeso,28,Medusa,Gelatinous_Active,G_nGB,Calycopsis spp.,11039901,0,5,NA,6.09E-05,0,8.44E-05,0,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Medusa
903,55S,Night,Meso,34,Medusa,Gelatinous_Active,G_nGB,Calycopsis spp.,11039901,1,3,3,0.000121175,4.04E-05,0.00015186,5.06E-05,29/12/2020 13:42,29/12/2020 14:22,-54.17216667,-137.4143333,-54.17483333,-137.4376667,19755.06176,24757.61468,Medusa
946,55S,Night,Lmeso,35,Medusa,Gelatinous_Active,G_nGB,Calycopsis spp.,11039901,2,1,0.5,1.57E-05,3.13E-05,1.69E-05,3.37E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Medusa
1087,58S,Day,Epi,39,Medusa,Gelatinous_Active,G_nGB,Calycopsis spp.,11039901,1,20,20,0.000952122,4.76E-05,0.001012399,5.06E-05,2/01/2021 2:13,2/01/2021 2:53,-57.99083333,-140.7661667,-57.99766667,-140.7843333,19755.06176,21005.71883,Medusa
1115,58S,Night,Meso,40,Medusa,Gelatinous_Active,G_nGB,Calycopsis spp.,11039901,11,38,3.454545455,0.001538443,0.000445339,0.001923558,0.000556819,2/01/2021 14:15,2/01/2021 14:55,-57.98916667,-140.7125,-57.9815,-140.7343333,19755.06176,24700.30448,Medusa
1298,58S,Night,Lmeso,46,Medusa,Gelatinous_Active,G_nGB,Calycopsis spp.,11039901,1,3,3,4.83E-05,1.61E-05,5.06E-05,1.69E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Medusa
1435,58S,Night,Meso,53,Medusa,Gelatinous_Active,G_nGB,Calycopsis spp.,11039901,1,0.5,0.5,2.73E-05,5.46E-05,2.53E-05,5.06E-05,9/01/2021 14:23,9/01/2021 15:03,-56.12733333,-140.3933333,-56.12916667,-140.4115,19755.06176,18306.38002,Medusa
94,SOTS,Night,Lmeso,6,Cephalopod,Cephalopod,Cephalopod,Class Cephalopoda - undifferentiated,23590000,1,0.5,0.5,5.08E-06,1.02E-05,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Cephalopod
756,55S,Night,Lmeso,29,pelagic gastropod,other,other,Class Gastropoda - undifferentiated,2.40E+07,1,0.5,0.5,1.52E-06,3.04E-06,8.44E-06,1.69E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Other
107,SOTS,Night,Lmeso,6,Ostracod,Crustaceans,Crustaceans,Class Ostracoda - undifferentiated,27100000,1,0.5,0.5,5.08E-06,1.02E-05,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Crustacean
279,SOTS,Night,Lmeso,13,Ostracod,Crustaceans,Crustaceans,Class Ostracoda - undifferentiated,27100000,1,0.5,0.5,9.82E-06,1.96E-05,8.44E-06,1.69E-05,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Crustacean
431,SOTS,Night,Meso,18,Ostracod,Crustaceans,Crustaceans,Class Ostracoda - undifferentiated,27100000,1,0.5,0.5,9.53E-06,1.91E-05,2.53E-05,5.06E-05,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Crustacean
499,NA,NA,NA,21,Ostracod,Crustaceans,Crustaceans,Class Ostracoda - undifferentiated,27100000,2,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustacean
162,SOTS,Day,Lmeso,7,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,2,0.5,0.25,7.51E-06,3.00E-05,8.44E-06,3.37E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Other
405,SOTS,Night,Epi,17,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,1,0.5,0.5,4.89E-05,9.77E-05,2.53E-05,5.06E-05,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,Other
441,SOTS,Night,Meso,18,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,3,0.5,0.166666667,9.53E-06,5.72E-05,2.53E-05,0.00015186,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Other
509,NA,NA,NA,21,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,2,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
564,SOTS,Day,Lmeso,22,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,2,0.5,0.25,7.63E-06,3.05E-05,8.44E-06,3.37E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Other
774,55S,Night,Lmeso,29,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,32,15,0.46875,4.56E-05,9.72E-05,0.0002531,0.000539946,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Other
848,55S,Night,Epi,31,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,3,0.5,0.166666667,3.41E-05,0.000204863,2.53E-05,0.00015186,28/12/2020 3:16,28/12/2020 3:56,-54.20316667,-137.4023333,-54.204,-137.4163333,19755.06176,14643.91055,Other
914,55S,Night,Meso,34,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,1,0.5,0.5,2.02E-05,4.04E-05,2.53E-05,5.06E-05,29/12/2020 13:42,29/12/2020 14:22,-54.17216667,-137.4143333,-54.17483333,-137.4376667,19755.06176,24757.61468,Other
969,55S,Night,Lmeso,35,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,2,1,0.5,1.57E-05,3.13E-05,1.69E-05,3.37E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Other
1056,58S,Night,Epi,37,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,1,0.5,0.5,2.14E-05,4.29E-05,2.53E-05,5.06E-05,1/01/2021 14:08,1/01/2021 14:48,-57.98583333,-140.7623333,-57.99433333,-140.7811667,19755.06176,23326.71731,Other
1221,58S,Night,Lmeso,42,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,10,3,0.3,2.17E-05,7.25E-05,5.06E-05,0.000168733,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Other
1246,58S,Day,Epi,44,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,1,0.5,0.5,2.43E-05,4.86E-05,2.53E-05,5.06E-05,6/01/2021 4:58,6/01/2021 5:38,-56.02416667,-140.4646667,-56.02633333,-140.485,19755.06176,20580.04901,Other
1317,58S,Night,Lmeso,46,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,3,0.5,0.166666667,8.04E-06,4.83E-05,8.44E-06,5.06E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Other
1388,58S,Night,Epi,49,worms,other,other,Class Polychaeta - undifferentiated,2.20E+07,4,0.5,0.125,2.00E-05,0.000159877,2.53E-05,0.00020248,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,Other
577,55S,Day,Epi,23,Pteropod,other,other,Clio pyramidata,24406001,1,0.5,0.5,1.80E-05,3.59E-05,2.53E-05,5.06E-05,24/12/2020 2:49,24/12/2020 3:29,-54.09683333,-138.8545,-54.09866667,-138.881,19755.06176,27838.73063,Other
554,SOTS,Day,Lmeso,22,Pteropod,other,other,Clio recurva,24406004,1,0.5,0.5,7.63E-06,1.53E-05,8.44E-06,1.69E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Other
715,55S,Day,Lmeso,28,Pteropod,other,other,Clio recurva,24406004,3,2,0.666666667,2.44E-05,3.65E-05,3.37E-05,5.06E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Other
762,55S,Night,Lmeso,29,Pteropod,other,other,Clio recurva,24406004,2,0.5,0.25,1.52E-06,6.07E-06,8.44E-06,3.37E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Other
814,55S,Day,Lmeso,30,Pteropod,other,other,Clio recurva,24406004,4,1,0.25,9.07E-06,3.63E-05,5.06E-05,0.00020248,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Other
26,Trawl,Day,Integrated,1,Pteropod,other,other,Clio spp.,24406901,1,0.5,0.5,8.61E-06,1.72E-05,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,Other
173,SOTS,Day,Epi,8,Pteropod,other,other,Clio spp.,24406901,1,0.5,0.5,2.21E-05,4.42E-05,2.53E-05,5.06E-05,13/12/2020 23:31,14/12/2020 0:11,-46.921,-140.635,-46.93366667,-140.6368333,19755.06176,22645.32605,Other
211,SOTS,Night,Epi,11,Pteropod,other,other,Clio spp.,24406901,1,0.5,0.5,2.00E-05,4.00E-05,2.53E-05,5.06E-05,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,Other
369,SOTS,Day,Meso,16,Pteropod,other,other,Clio spp.,24406901,6,1,0.166666667,5.40E-05,0.000323904,5.06E-05,0.00030372,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176,18524.01208,Other
643,NA,NA,NA,26,Pteropod,other,other,Clio spp.,24406901,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
667,55S,Night,Epi,27,Pteropod,other,other,Clio spp.,24406901,0,0,NA,0,0,0,0,25/12/2020 13:23,25/12/2020 14:03,-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,Other
958,55S,Night,Lmeso,35,Pteropod,other,other,Clio spp.,24406901,1,0.5,0.5,7.84E-06,1.57E-05,8.44E-06,1.69E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Other
1015,55S,Day,Lmeso,36,Pteropod,other,other,Clio spp.,24406901,1,0.5,0.5,7.90E-06,1.58E-05,8.44E-06,1.69E-05,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Other
1166,58S,Day,Lmeso,41,Pteropod,other,other,Clio spp.,24406901,2,0.5,0.25,8.60E-06,3.44E-05,8.44E-06,3.37E-05,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Other
5,Trawl,Day,Integrated,1,Crustacean,Crustaceans,Crustaceans,Crab melopae,28850903,7,0.5,0.071428571,8.61E-06,0.00012057,1.27E-05,0.00017717,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,Crustacean
75,SOTS,Night,Epi,5,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,4,16.5,4.125,0.00066528,0.00016128,0.000835229,0.00020248,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,Cephalopod
95,SOTS,Night,Lmeso,6,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,5.08E-06,1.02E-05,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Cephalopod
121,SOTS,Day,Lmeso,7,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,7.51E-06,1.50E-05,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Cephalopod
165,SOTS,Day,Epi,8,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,2,2,8.83E-05,4.42E-05,0.00010124,5.06E-05,13/12/2020 23:31,14/12/2020 0:11,-46.921,-140.635,-46.93366667,-140.6368333,19755.06176,22645.32605,Cephalopod
198,SOTS,Night,Epi,11,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,28,6,0.214285714,0.000240227,0.001121059,0.00030372,0.001417358,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,Cephalopod
221,SOTS,Night,Meso,12,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,4,0.5,0.125,2.16E-05,0.000173127,2.53E-05,0.00020248,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Cephalopod
255,SOTS,Night,Lmeso,13,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,3,5,1.666666667,9.82E-05,5.89E-05,8.44E-05,5.06E-05,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Cephalopod
300,SOTS,Day,Lmeso,14,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,1,1,1.54E-05,1.54E-05,1.69E-05,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Cephalopod
335,SOTS,Day,Epi,15,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,7,0.5,0.071428571,2.12E-05,0.000297162,2.53E-05,0.00035434,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176,23556.14303,Cephalopod
380,SOTS,Night,Epi,17,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,30,50,1.666666667,0.004885125,0.002931075,0.002530997,0.001518598,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,Cephalopod
410,SOTS,Night,Meso,18,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,2,1,0.5,1.91E-05,3.81E-05,5.06E-05,0.00010124,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Cephalopod
445,SOTS,Day,200-100m_scattering_layer,19,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,8,8,1,0.00060217,0.00060217,0.000809919,0.000809919,19/12/2020 4:15,19/12/2020 4:35,-46.91433333,-140.6386667,-46.91533333,-140.6495,9877.53088,13285.29518,Cephalopod
460,SOTS,Day,target_100to0m,20,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,6,1,0.166666667,8.49E-05,0.000509291,0.00010124,0.000607439,19/12/2020 7:21,19/12/2020 7:41,-46.91666667,-140.6181667,-46.91616667,-140.6278333,9877.53088,11781.07762,Cephalopod
480,NA,NA,NA,21,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,2,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cephalopod
519,SOTS,Day,Lmeso,22,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,6,50,8.333333333,0.000763388,9.16E-05,0.000843666,0.00010124,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Cephalopod
601,55S,Night,Meso,25,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,0.000443265,0.00088653,2.53E-05,5.06E-05,24/12/2020 17:00,24/12/2020 17:40,-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,Cephalopod
685,55S,Day,Lmeso,28,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,2,0.5,0.25,6.09E-06,2.44E-05,8.44E-06,3.37E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Cephalopod
782,55S,Day,Lmeso,30,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,2,3,1.5,2.72E-05,1.81E-05,0.00015186,0.00010124,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Cephalopod
891,55S,Night,Meso,34,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,2.02E-05,4.04E-05,2.53E-05,5.06E-05,29/12/2020 13:42,29/12/2020 14:22,-54.17216667,-137.4143333,-54.17483333,-137.4376667,19755.06176,24757.61468,Cephalopod
924,55S,Night,Lmeso,35,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,7,1,0.142857143,1.57E-05,0.00010972,1.69E-05,0.000118113,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Cephalopod
981,55S,Day,Lmeso,36,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,4,3,0.75,4.74E-05,6.32E-05,5.06E-05,6.75E-05,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Cephalopod
1101,58S,Night,Meso,40,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,7,1,0.142857143,4.05E-05,0.000283397,5.06E-05,0.00035434,2/01/2021 14:15,2/01/2021 14:55,-57.98916667,-140.7125,-57.9815,-140.7343333,19755.06176,24700.30448,Cephalopod
1138,58S,Day,Lmeso,41,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,8.60E-06,1.72E-05,8.44E-06,1.69E-05,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Cephalopod
1185,58S,Night,Lmeso,42,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,3.62E-06,7.25E-06,8.44E-06,1.69E-05,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Cephalopod
1224,58S,Day,targeted_70to90m,43,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,4.25E-05,8.50E-05,5.06E-05,0.00010124,5/01/2021 3:17,5/01/2021 3:37,-56.02583333,-140.567,-56.0285,-140.5778333,9877.53088,11768.83532,Cephalopod
1233,58S,Day,Epi,44,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,2,0.5,0.25,2.43E-05,9.72E-05,2.53E-05,0.00010124,6/01/2021 4:58,6/01/2021 5:38,-56.02416667,-140.4646667,-56.02633333,-140.485,19755.06176,20580.04901,Cephalopod
1252,58S,Day,Meso,45,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,3,5,1.666666667,0.000150614,9.04E-05,0.0002531,0.00015186,6/01/2021 8:53,6/01/2021 9:33,-56.02666667,-140.5176667,-56.02883333,-140.5508333,19755.06176,33197.40445,Cephalopod
1277,58S,Night,Lmeso,46,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,8.04E-06,1.61E-05,8.44E-06,1.69E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Cephalopod
1353,58S,NA,NA,48,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,3,1,0.333333333,6.49E-05,0.000194668,7.23E-05,0.000216943,7/01/2021 9:56,7/01/2021 10:24,-56.0705,-140.4385,-56.06866667,-140.4536667,13828.54323,15410.82024,Cephalopod
1366,58S,Night,Epi,49,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,4,4,1,0.000159877,0.000159877,0.00020248,0.00020248,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,Cephalopod
1424,58S,Night,Meso,53,Cephalopod,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,0.5,2.73E-05,5.46E-05,2.53E-05,5.06E-05,9/01/2021 14:23,9/01/2021 15:03,-56.12733333,-140.3933333,-56.12916667,-140.4115,19755.06176,18306.38002,Cephalopod
339,SOTS,Day,Epi,15,Ctenophore,Gelatinous_Active,G_nGB,Ctenoplanidae - undifferentiated,12021000,5,765,153,0.032475605,0.000212259,0.038724253,0.0002531,17/12/2020 21:19,17/12/2020 21:59,-46.91733333,-140.6425,-46.929,-140.6516667,19755.06176,23556.14303,Ctenophore
1235,58S,Day,Epi,44,Ctenophore,Gelatinous_Active,G_nGB,Ctenoplanidae - undifferentiated,12021000,1,259,259,0.012585004,4.86E-05,0.013110564,5.06E-05,6/01/2021 4:58,6/01/2021 5:38,-56.02416667,-140.4646667,-56.02633333,-140.485,19755.06176,20580.04901,Ctenophore
947,55S,Night,Lmeso,35,Medusa,Gelatinous_Active,G_nGB,Cuninidae - undifferentiated,11082000,1,0.5,0.5,7.84E-06,1.57E-05,8.44E-06,1.69E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Medusa
1067,58S,Day,Meso,38,Medusa,Gelatinous_Active,G_nGB,Cuninidae - undifferentiated,11082000,2,60,30,0.002717039,9.06E-05,0.003037196,0.00010124,1/01/2021 22:38,1/01/2021 23:18,-57.97916667,-140.7305,-57.98616667,-140.7498333,19755.06176,22082.85956,Medusa
