"","X","Site","daylight","Depth_Stratum","Deployment","Acc","Acc_ed","Taxa_updated","Length_mm","Length_cm","a","b","weight_g"
"265",2243,"SOTS","Night","Lmeso",13,21,"21","Cranchidae",16,1.6,0.006,3,0.0246
"266",2244,"SOTS","Night","Lmeso",13,21,"21","Cranchidae",22,2.2,0.006,3,0.0639
"267",3045,"SOTS","Day","Epi",15,12,"12","Cranchidae",50,5,0.006,3,0.75
"268",3046,"SOTS","Day","Epi",15,12,"12","Cranchidae",70,7,0.006,3,2.058
"269",3047,"SOTS","Day","Epi",15,12,"12","Cranchidae",18,1.8,0.006,3,0.035
"270",3048,"SOTS","Day","Epi",15,12,"12","Cranchidae",30,3,0.006,3,0.162
"271",3049,"SOTS","Day","Epi",15,12,"12","Cranchidae",50,5,0.006,3,0.75
"272",3050,"SOTS","Day","Epi",15,12,"12","Cranchidae",75,7.5,0.006,3,2.5312
"273",3051,"SOTS","Day","Epi",15,12,"12","Cranchidae",10,1,0.006,3,0.006
"274",3052,"SOTS","Day","Epi",15,12,"12","Cranchidae",13,1.3,0.006,3,0.0132
"275",3053,"SOTS","Day","Epi",15,12,"12","Cranchidae",15,1.5,0.006,3,0.0203
"276",3054,"SOTS","Day","Epi",15,12,"12","Cranchidae",25,2.5,0.006,3,0.0938
"277",3055,"SOTS","Day","Epi",15,12,"12","Cranchidae",10,1,0.006,3,0.006
"278",3056,"SOTS","Day","Epi",15,12,"12","Cranchidae",12,1.2,0.006,3,0.0104
"279",3057,"SOTS","Day","Epi",15,12,"12","Cranchidae",10,1,0.006,3,0.006
"280",3058,"SOTS","Day","Epi",15,12,"12","Cranchidae",17,1.7,0.006,3,0.0295
"281",3529,"SOTS","Night","Epi",17,2,"2","Cranchidae",50,5,0.006,3,0.75
"282",3530,"SOTS","Night","Epi",17,2,"2","Cranchidae",55,5.5,0.006,3,0.9982
"283",3531,"SOTS","Night","Epi",17,2,"2","Cranchidae",19,1.9,0.006,3,0.0412
"284",3532,"SOTS","Night","Epi",17,2,"2","Cranchidae",22,2.2,0.006,3,0.0639
"285",3533,"SOTS","Night","Epi",17,2,"2","Cranchidae",17,1.7,0.006,3,0.0295
"286",3534,"SOTS","Night","Epi",17,2,"2","Cranchidae",21,2.1,0.006,3,0.0556
"287",3535,"SOTS","Night","Epi",17,2,"2","Cranchidae",18,1.8,0.006,3,0.035
"288",3536,"SOTS","Night","Epi",17,2,"2","Cranchidae",21,2.1,0.006,3,0.0556
"289",3537,"SOTS","Night","Epi",17,2,"2","Cranchidae",15,1.5,0.006,3,0.0203
"290",3538,"SOTS","Night","Epi",17,2,"2","Cranchidae",17,1.7,0.006,3,0.0295
"291",3539,"SOTS","Night","Epi",17,2,"2","Cranchidae",20,2,0.006,3,0.048
"292",3540,"SOTS","Night","Epi",17,2,"2","Cranchidae",23,2.3,0.006,3,0.073
"293",3541,"SOTS","Night","Epi",17,2,"2","Cranchidae",18,1.8,0.006,3,0.035
"294",3542,"SOTS","Night","Epi",17,2,"2","Cranchidae",21,2.1,0.006,3,0.0556
"295",3543,"SOTS","Night","Epi",17,2,"2","Cranchidae",15,1.5,0.006,3,0.0203
"296",3544,"SOTS","Night","Epi",17,2,"2","Cranchidae",18,1.8,0.006,3,0.035
"297",3545,"SOTS","Night","Epi",17,2,"2","Cranchidae",28,2.8,0.006,3,0.1317
"298",3546,"SOTS","Night","Epi",17,2,"2","Cranchidae",32,3.2,0.006,3,0.1966
"299",3547,"SOTS","Night","Epi",17,2,"2","Cranchidae",16,1.6,0.006,3,0.0246
"300",3548,"SOTS","Night","Epi",17,2,"2","Cranchidae",19,1.9,0.006,3,0.0412
"301",3549,"SOTS","Night","Epi",17,2,"2","Cranchidae",23,2.3,0.006,3,0.073
"302",3550,"SOTS","Night","Epi",17,2,"2","Cranchidae",26,2.6,0.006,3,0.1055
"303",3551,"SOTS","Night","Epi",17,2,"2","Cranchidae",15,1.5,0.006,3,0.0203
"304",3552,"SOTS","Night","Epi",17,2,"2","Cranchidae",17,1.7,0.006,3,0.0295
"305",3553,"SOTS","Night","Epi",17,2,"2","Cranchidae",17,1.7,0.006,3,0.0295
"306",3554,"SOTS","Night","Epi",17,2,"2","Cranchidae",20,2,0.006,3,0.048
"307",3555,"SOTS","Night","Epi",17,2,"2","Cranchidae",60,6,0.006,3,1.296
"308",3556,"SOTS","Night","Epi",17,2,"2","Cranchidae",12,1.2,0.006,3,0.0104
"309",3557,"SOTS","Night","Epi",17,2,"2","Cranchidae",15,1.5,0.006,3,0.0203
"310",3558,"SOTS","Night","Epi",17,2,"2","Cranchidae",17,1.7,0.006,3,0.0295
"311",3559,"SOTS","Night","Epi",17,2,"2","Cranchidae",15,1.5,0.006,3,0.0203
"312",3560,"SOTS","Night","Epi",17,2,"2","Cranchidae",18,1.8,0.006,3,0.035
"313",3561,"SOTS","Night","Epi",17,2,"2","Cranchidae",13,1.3,0.006,3,0.0132
"314",3562,"SOTS","Night","Epi",17,2,"2","Cranchidae",16,1.6,0.006,3,0.0246
"315",3563,"SOTS","Night","Epi",17,2,"2","Cranchidae",10,1,0.006,3,0.006
"316",3564,"SOTS","Night","Epi",17,2,"2","Cranchidae",11,1.1,0.006,3,0.008
"317",3565,"SOTS","Night","Epi",17,2,"2","Cranchidae",8,0.8,0.006,3,0.0031
"318",3566,"SOTS","Night","Epi",17,2,"2","Cranchidae",10,1,0.006,3,0.006
"319",3567,"SOTS","Night","Epi",17,2,"2","Cranchidae",13,1.3,0.006,3,0.0132
"320",3568,"SOTS","Night","Epi",17,2,"2","Cranchidae",16,1.6,0.006,3,0.0246
"321",3569,"SOTS","Night","Epi",17,2,"2","Cranchidae",19,1.9,0.006,3,0.0412
"322",3570,"SOTS","Night","Epi",17,2,"2","Cranchidae",24,2.4,0.006,3,0.0829
"323",3571,"SOTS","Night","Epi",17,2,"2","Cranchidae",17,1.7,0.006,3,0.0295
"324",3572,"SOTS","Night","Epi",17,2,"2","Cranchidae",19,1.9,0.006,3,0.0412
"325",3573,"SOTS","Night","Epi",17,2,"2","Cranchidae",12,1.2,0.006,3,0.0104
"326",3574,"SOTS","Night","Epi",17,2,"2","Cranchidae",14,1.4,0.006,3,0.0165
"327",3575,"SOTS","Night","Epi",17,2,"2","Cranchidae",18,1.8,0.006,3,0.035
"328",3576,"SOTS","Night","Epi",17,2,"2","Cranchidae",22,2.2,0.006,3,0.0639
"329",3577,"SOTS","Night","Epi",17,2,"2","Cranchidae",20,2,0.006,3,0.048
"330",3578,"SOTS","Night","Epi",17,2,"2","Cranchidae",23,2.3,0.006,3,0.073
"331",3579,"SOTS","Night","Epi",17,2,"2","Cranchidae",55,5.5,0.006,3,0.9982
"332",3580,"SOTS","Night","Epi",17,2,"2","Cranchidae",63,6.3,0.006,3,1.5003
"333",3581,"SOTS","Night","Epi",17,2,"2","Cranchidae",11,1.1,0.006,3,0.008
"334",3582,"SOTS","Night","Epi",17,2,"2","Cranchidae",13,1.3,0.006,3,0.0132
"335",3583,"SOTS","Night","Epi",17,2,"2","Cranchidae",16,1.6,0.006,3,0.0246
"336",3584,"SOTS","Night","Epi",17,2,"2","Cranchidae",17,1.7,0.006,3,0.0295
"337",3585,"SOTS","Night","Epi",17,2,"2","Cranchidae",30,3,0.006,3,0.162
"338",3586,"SOTS","Night","Epi",17,2,"2","Cranchidae",35,3.5,0.006,3,0.2572
"339",4327,"SOTS","Night","Meso",18,5,"5","Cranchidae",31,3.1,0.006,3,0.1787
"340",4328,"SOTS","Night","Meso",18,5,"5","Cranchidae",38,3.8,0.006,3,0.3292
"341",4329,"SOTS","Night","Meso",18,5,"5","Cranchidae",12,1.2,0.006,3,0.0104
"342",4330,"SOTS","Night","Meso",18,5,"5","Cranchidae",15,1.5,0.006,3,0.0203
"343",4915,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",30,3,0.006,3,0.162
"344",4916,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",42,4.2,0.006,3,0.4445
"345",4917,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",35,3.5,0.006,3,0.2572
"346",4918,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",44,4.4,0.006,3,0.5111
"347",4919,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",50,5,0.006,3,0.75
"348",4920,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",56,5.6,0.006,3,1.0537
"349",4921,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",27,2.7,0.006,3,0.1181
"350",4922,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",35,3.5,0.006,3,0.2572
"351",4923,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",70,7,0.006,3,2.058
"352",4924,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",90,9,0.006,3,4.374
"353",4925,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",50,5,0.006,3,0.75
"354",4926,"SOTS","Day","Lmeso",22,15,"15","Cranchidae",60,6,0.006,3,1.296
"355",6076,"55S","Night","Meso",25,4,"4","Cranchidae",18,1.8,0.006,3,0.035
"356",6077,"55S","Night","Meso",25,4,"4","Cranchidae",20,2,0.006,3,0.048
"357",6856,"55S","Day","Lmeso",28,34,"34","Cranchidae",25,2.5,0.006,3,0.0938
"358",6857,"55S","Day","Lmeso",28,34,"34","Cranchidae",17,1.7,0.006,3,0.0295
"359",6858,"55S","Day","Lmeso",28,34,"34","Cranchidae",30,3,0.006,3,0.162
"360",6859,"55S","Day","Lmeso",28,34,"34","Cranchidae",20,2,0.006,3,0.048
"361",8839,"55S","Day","Lmeso",30,38,"38","Cranchidae",12,1.2,0.006,3,0.0104
"362",8840,"55S","Day","Lmeso",30,38,"38","Cranchidae",10,1,0.006,3,0.006
"363",8841,"55S","Day","Lmeso",30,38,"38","Cranchidae",11,1.1,0.006,3,0.008
"364",8842,"55S","Day","Lmeso",30,38,"38","Cranchidae",9,0.9,0.006,3,0.0044
"365",9894,"55S","Night","Meso",34,3,"3","Cranchidae",19,1.9,0.006,3,0.0412
"366",9895,"55S","Night","Meso",34,3,"3","Cranchidae",14,1.4,0.006,3,0.0165
"367",10460,"55S","Night","Lmeso",35,23,"23","Cranchidae",16,1.6,0.006,3,0.0246
"368",10461,"55S","Night","Lmeso",35,23,"23","Cranchidae",14,1.4,0.006,3,0.0165
"369",10462,"55S","Night","Lmeso",35,23,"23","Cranchidae",17,1.7,0.006,3,0.0295
"370",10463,"55S","Night","Lmeso",35,23,"23","Cranchidae",15,1.5,0.006,3,0.0203
"371",10464,"55S","Night","Lmeso",35,23,"23","Cranchidae",14,1.4,0.006,3,0.0165
"372",10465,"55S","Night","Lmeso",35,23,"23","Cranchidae",12,1.2,0.006,3,0.0104
"373",10466,"55S","Night","Lmeso",35,23,"23","Cranchidae",19,1.9,0.006,3,0.0412
"374",10467,"55S","Night","Lmeso",35,23,"23","Cranchidae",16,1.6,0.006,3,0.0246
"375",10468,"55S","Night","Lmeso",35,23,"23","Cranchidae",12,1.2,0.006,3,0.0104
"376",10469,"55S","Night","Lmeso",35,23,"23","Cranchidae",11,1.1,0.006,3,0.008
"377",10470,"55S","Night","Lmeso",35,23,"23","Cranchidae",14,1.4,0.006,3,0.0165
"378",10471,"55S","Night","Lmeso",35,23,"23","Cranchidae",12,1.2,0.006,3,0.0104
"379",10472,"55S","Night","Lmeso",35,23,"23","Cranchidae",15,1.5,0.006,3,0.0203
"380",10473,"55S","Night","Lmeso",35,23,"23","Cranchidae",13,1.3,0.006,3,0.0132
"381",11561,"55S","Day","Lmeso",36,46,"46","Cranchidae",71,7.1,0.006,3,2.1475
"382",11562,"55S","Day","Lmeso",36,46,"46","Cranchidae",40,4,0.006,3,0.384
"383",11563,"55S","Day","Lmeso",36,46,"46","Cranchidae",23,2.3,0.006,3,0.073
"384",11564,"55S","Day","Lmeso",36,46,"46","Cranchidae",12,1.2,0.006,3,0.0104
"385",11565,"55S","Day","Lmeso",36,46,"46","Cranchidae",23,2.3,0.006,3,0.073
"386",11566,"55S","Day","Lmeso",36,46,"46","Cranchidae",13,1.3,0.006,3,0.0132
"387",11567,"55S","Day","Lmeso",36,46,"46","Cranchidae",18,1.8,0.006,3,0.035
"388",11568,"55S","Day","Lmeso",36,46,"46","Cranchidae",10,1,0.006,3,0.006
"389",14097,"58S","Night","Meso",40,6,"6","Cranchidae",15,1.5,0.006,3,0.0203
"390",14098,"58S","Night","Meso",40,6,"6","Cranchidae",16,1.6,0.006,3,0.0246
"391",14739,"58S","Night","Meso",40,6,"6","Cranchidae",15,1.5,0.006,3,0.0203
"392",14740,"58S","Night","Meso",40,6,"6","Cranchidae",16,1.6,0.006,3,0.0246
"393",15317,"58S","Day","Lmeso",41,49,"49","Cranchidae",27,2.7,0.006,3,0.1181
"394",15318,"58S","Day","Lmeso",41,49,"49","Cranchidae",14,1.4,0.006,3,0.0165
"395",16049,"58S","Night","Lmeso",42,21,"21","Cranchidae",27,2.7,0.006,3,0.1181
"396",16761,"58S","Day","Epi",44,19,"19","Cranchidae",16,1.6,0.006,3,0.0246
"397",16762,"58S","Day","Epi",44,19,"19","Cranchidae",10,1,0.006,3,0.006
"398",16763,"58S","Day","Epi",44,19,"19","Cranchidae",45,4.5,0.006,3,0.5468
"399",16764,"58S","Day","Epi",44,19,"19","Cranchidae",25,2.5,0.006,3,0.0938
"400",17352,"58S","Day","Meso",45,12,"12","Cranchidae",20,2,0.006,3,0.048
"401",17353,"58S","Day","Meso",45,12,"12","Cranchidae",14,1.4,0.006,3,0.0165
"402",17354,"58S","Day","Meso",45,12,"12","Cranchidae",24,2.4,0.006,3,0.0829
"403",17355,"58S","Day","Meso",45,12,"12","Cranchidae",16,1.6,0.006,3,0.0246
"404",17356,"58S","Day","Meso",45,12,"12","Cranchidae",21,2.1,0.006,3,0.0556
"405",17357,"58S","Day","Meso",45,12,"12","Cranchidae",15,1.5,0.006,3,0.0203
"406",17958,"58S","Night","Lmeso",46,42,"42","Cranchidae",25,2.5,0.006,3,0.0938
"407",17959,"58S","Night","Lmeso",46,42,"42","Cranchidae",17,1.7,0.006,3,0.0295
"408",19031,"58S","Night","Epi",49,7,"7","Cranchidae",53,5.3,0.006,3,0.8933
"409",19032,"58S","Night","Epi",49,7,"7","Cranchidae",39,3.9,0.006,3,0.3559
"410",428,"SOTS","Night","Lmeso",6,4,"4","Cranchidae",13,1.3,0.006,3,0.0132
"411",524,"SOTS","Day","Lmeso",7,34,"34","Cranchidae",32,3.2,0.006,3,0.1966
"412",19331,"58S","Night","Meso",53,24,"24","Cranchidae",15,1.5,0.006,3,0.0203
"413",11193,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",38,3.8,0.006,3,0.3292
"414",11194,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",9,0.9,0.006,3,0.0044
"415",11195,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",42,4.2,0.006,3,0.4445
"416",11196,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",48,4.8,0.006,3,0.6636
"417",11197,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",40,4,0.006,3,0.384
"418",11198,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",40,4,0.006,3,0.384
"419",11199,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",39,3.9,0.006,3,0.3559
"420",11200,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",40,4,0.006,3,0.384
"421",11201,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",40,4,0.006,3,0.384
"422",11202,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",36,3.6,0.006,3,0.2799
"423",11203,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",37,3.7,0.006,3,0.3039
"424",11204,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",42,4.2,0.006,3,0.4445
"425",11205,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",41,4.1,0.006,3,0.4135
"426",11206,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",44,4.4,0.006,3,0.5111
"427",11207,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",43,4.3,0.006,3,0.477
"428",11208,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",36,3.6,0.006,3,0.2799
"429",11209,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",30,3,0.006,3,0.162
"430",11210,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",40,4,0.006,3,0.384
"431",11211,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",36,3.6,0.006,3,0.2799
"432",11212,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",40,4,0.006,3,0.384
"433",11213,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",32,3.2,0.006,3,0.1966
"434",11214,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",30,3,0.006,3,0.162
"435",11215,"55S","Day","Lmeso",36,16,"16","Cyclothone spp",40,4,0.006,3,0.384
"436",17411,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",50,5,0.006,3,0.75
"437",17412,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",46,4.6,0.006,3,0.584
"438",17413,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",40,4,0.006,3,0.384
"439",17414,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",36,3.6,0.006,3,0.2799
"440",17415,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",42,4.2,0.006,3,0.4445
"441",17416,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",46,4.6,0.006,3,0.584
"442",17417,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",48,4.8,0.006,3,0.6636
"443",17418,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",35,3.5,0.006,3,0.2572
"444",17419,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",6,0.6,0.006,3,0.0013
"445",17420,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",46,4.6,0.006,3,0.584
"446",17421,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",39,3.9,0.006,3,0.3559
"447",17422,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",34,3.4,0.006,3,0.2358
"448",17423,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",44,4.4,0.006,3,0.5111
"449",17424,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",44,4.4,0.006,3,0.5111
"450",17425,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",45,4.5,0.006,3,0.5468
"451",17426,"58S","Night","Lmeso",46,3,"3","Cyclothone spp",45,4.5,0.006,3,0.5468
"452",18393,"58S","Day","Lmeso",47,3,"3","Cyclothone spp",35,3.5,0.006,3,0.2572
"453",18394,"58S","Day","Lmeso",47,3,"3","Cyclothone spp",47,4.7,0.006,3,0.6229
"454",18395,"58S","Day","Lmeso",47,3,"3","Cyclothone spp",49,4.9,0.006,3,0.7059
"455",381,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",42,4.2,0.006,3,0.4445
"456",382,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",38,3.8,0.006,3,0.3292
"457",383,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",35,3.5,0.006,3,0.2572
"458",384,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",35,3.5,0.006,3,0.2572
"459",385,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",35,3.5,0.006,3,0.2572
"460",386,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",40,4,0.006,3,0.384
"461",387,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",32,3.2,0.006,3,0.1966
"462",388,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",39,3.9,0.006,3,0.3559
"463",389,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",37,3.7,0.006,3,0.3039
"464",390,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",39,3.9,0.006,3,0.3559
"465",391,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",36,3.6,0.006,3,0.2799
"466",392,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",37,3.7,0.006,3,0.3039
"467",393,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",28,2.8,0.006,3,0.1317
"468",394,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",20,2,0.006,3,0.048
"469",395,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",38,3.8,0.006,3,0.3292
"470",396,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",36,3.6,0.006,3,0.2799
"471",397,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",34,3.4,0.006,3,0.2358
"472",398,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",25,2.5,0.006,3,0.0938
"473",399,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",41,4.1,0.006,3,0.4135
"474",400,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",16,1.6,0.006,3,0.0246
"475",401,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",41,4.1,0.006,3,0.4135
"476",402,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",34,3.4,0.006,3,0.2358
"477",403,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",38,3.8,0.006,3,0.3292
"478",404,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",33,3.3,0.006,3,0.2156
"479",405,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",39,3.9,0.006,3,0.3559
"480",406,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",43,4.3,0.006,3,0.477
"481",407,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",39,3.9,0.006,3,0.3559
"482",408,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",39,3.9,0.006,3,0.3559
"483",409,"SOTS","Night","Lmeso",6,2,"2","Cyclothone spp",24,2.4,0.006,3,0.0829
"484",923,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",37,3.7,0.006,3,0.3039
"485",924,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",31,3.1,0.006,3,0.1787
"486",925,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",46,4.6,0.006,3,0.584
"487",926,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",25,2.5,0.006,3,0.0938
"488",927,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",43,4.3,0.006,3,0.477
"489",928,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",33,3.3,0.006,3,0.2156
"490",929,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",45,4.5,0.006,3,0.5468
"491",930,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",29,2.9,0.006,3,0.1463
"492",931,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",41,4.1,0.006,3,0.4135
"493",932,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",43,4.3,0.006,3,0.477
"494",933,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",41,4.1,0.006,3,0.4135
"495",934,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",41,4.1,0.006,3,0.4135
"496",935,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",39,3.9,0.006,3,0.3559
"497",936,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",43,4.3,0.006,3,0.477
"498",937,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",37,3.7,0.006,3,0.3039
"499",938,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",35,3.5,0.006,3,0.2572
"500",939,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",37,3.7,0.006,3,0.3039
"501",940,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",39,3.9,0.006,3,0.3559
"502",941,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",36,3.6,0.006,3,0.2799
"503",942,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",41,4.1,0.006,3,0.4135
"504",943,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",30,3,0.006,3,0.162
"505",944,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",21,2.1,0.006,3,0.0556
"506",945,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",29,2.9,0.006,3,0.1463
"507",946,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",39,3.9,0.006,3,0.3559
"508",947,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",38,3.8,0.006,3,0.3292
"509",948,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",41,4.1,0.006,3,0.4135
"510",949,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",44,4.4,0.006,3,0.5111
"511",950,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",37,3.7,0.006,3,0.3039
"512",951,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",34,3.4,0.006,3,0.2358
"513",952,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",43,4.3,0.006,3,0.477
"514",953,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",38,3.8,0.006,3,0.3292
"515",954,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",35,3.5,0.006,3,0.2572
"516",955,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",43,4.3,0.006,3,0.477
"517",956,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",38,3.8,0.006,3,0.3292
"518",957,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",34,3.4,0.006,3,0.2358
"519",958,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",23,2.3,0.006,3,0.073
"520",959,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",43,4.3,0.006,3,0.477
"521",960,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",41,4.1,0.006,3,0.4135
"522",961,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",41,4.1,0.006,3,0.4135
"523",962,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",35,3.5,0.006,3,0.2572
"524",963,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",37,3.7,0.006,3,0.3039
"525",964,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",37,3.7,0.006,3,0.3039
"526",965,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",42,4.2,0.006,3,0.4445
"527",966,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",42,4.2,0.006,3,0.4445
"528",967,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",31,3.1,0.006,3,0.1787
"529",968,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",38,3.8,0.006,3,0.3292
"530",969,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",42,4.2,0.006,3,0.4445
"531",970,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",43,4.3,0.006,3,0.477
"532",971,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",38,3.8,0.006,3,0.3292
"533",972,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",36,3.6,0.006,3,0.2799
"534",973,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",38,3.8,0.006,3,0.3292
"535",974,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",39,3.9,0.006,3,0.3559
"536",975,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",25,2.5,0.006,3,0.0938
"537",976,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",40,4,0.006,3,0.384
"538",977,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",24,2.4,0.006,3,0.0829
"539",978,"SOTS","Day","Lmeso",7,5,"5","Cyclothone spp",44,4.4,0.006,3,0.5111
